id_complex	x	y
4qac	"[3466.  813.    0.  627.    0.    0.    0.    0.    0.  860.  203.    0.
  148.    0.    0.    0.    0.    0. 1021.  245.    0.  167.    0.    0.
    0.    0.    0.   51.   12.    0.    9.    0.    0.    0.    0.    0.]"	9.4
4qb3	"[2483.  451.  333.    0.    0.    0.    0.    0.    0.  554.  101.   68.
    0.    0.    0.    0.    0.    0.  645.  120.   82.    0.    0.    0.
    0.    0.    0.   42.    7.    5.    0.    0.    0.    0.    0.    0.]"	5.47
4qd6	"[2.837e+03 6.600e+02 2.590e+02 0.000e+00 0.000e+00 7.500e+01 0.000e+00
 0.000e+00 0.000e+00 7.200e+02 1.650e+02 7.500e+01 0.000e+00 0.000e+00
 2.200e+01 0.000e+00 0.000e+00 0.000e+00 7.780e+02 1.690e+02 8.100e+01
 0.000e+00 0.000e+00 2.000e+01 0.000e+00 0.000e+00 0.000e+00 6.700e+01
 1.100e+01 7.000e+00 0.000e+00 0.000e+00 2.000e+00 0.000e+00 0.000e+00
 0.000e+00]"	8.64
4qdk	"[2916. 1199. 1087.    0.    0.  211.    0.    0.    0.  739.  315.  274.
    0.    0.   53.    0.    0.    0.  831.  341.  297.    0.    0.   59.
    0.    0.    0.   58.   28.   17.    0.    0.    3.    0.    0.    0.]"	5.85
4qem	"[1675.    0.  471.    0.    0.    0.    0.    0.    0.  423.    0.  112.
    0.    0.    0.    0.    0.    0.  487.    0.  132.    0.    0.    0.
    0.    0.    0.   49.    0.   13.    0.    0.    0.    0.    0.    0.]"	7.8
4qer	"[2352.    0.  421.    0.    0.    0.    0.    0.    0.  568.    0.  103.
    0.    0.    0.    0.    0.    0.  670.    0.  117.    0.    0.    0.
    0.    0.    0.   62.    0.   11.    0.    0.    0.    0.    0.    0.]"	7.54
4qev	"[3.088e+03 7.290e+02 3.450e+02 0.000e+00 0.000e+00 0.000e+00 7.800e+01
 0.000e+00 0.000e+00 7.510e+02 1.870e+02 8.500e+01 0.000e+00 0.000e+00
 0.000e+00 2.000e+01 0.000e+00 0.000e+00 7.870e+02 1.840e+02 8.800e+01
 0.000e+00 0.000e+00 0.000e+00 1.800e+01 0.000e+00 0.000e+00 5.400e+01
 1.100e+01 5.000e+00 0.000e+00 0.000e+00 0.000e+00 2.000e+00 0.000e+00
 0.000e+00]"	7.66
4qew	"[3.261e+03 7.260e+02 3.480e+02 0.000e+00 0.000e+00 0.000e+00 7.900e+01
 0.000e+00 0.000e+00 7.980e+02 1.860e+02 8.400e+01 0.000e+00 0.000e+00
 0.000e+00 2.000e+01 0.000e+00 0.000e+00 8.410e+02 1.890e+02 8.900e+01
 0.000e+00 0.000e+00 0.000e+00 1.800e+01 0.000e+00 0.000e+00 5.700e+01
 1.100e+01 6.000e+00 0.000e+00 0.000e+00 0.000e+00 2.000e+00 0.000e+00
 0.000e+00]"	7.07
4qf7	"[2953.    0.  608.    0.    0.    0.    0.    0.    0.  695.    0.  153.
    0.    0.    0.    0.    0.    0.  783.    0.  168.    0.    0.    0.
    0.    0.    0.   46.    0.   15.    0.    0.    0.    0.    0.    0.]"	8.6
4qf8	"[1292.  555.    0.    0.    0.    0.    0.    0.    0.  299.  136.    0.
    0.    0.    0.    0.    0.    0.  364.  162.    0.    0.    0.    0.
    0.    0.    0.   36.   17.    0.    0.    0.    0.    0.    0.    0.]"	7.51
4qf9	"[2078.  518.  752.    0.    0.    0.    0.    0.    0.  489.  120.  162.
    0.    0.    0.    0.    0.    0.  605.  140.  215.    0.    0.    0.
    0.    0.    0.   41.    8.   11.    0.    0.    0.    0.    0.    0.]"	4.43
4qfl	"[2.705e+03 4.620e+02 6.700e+02 0.000e+00 0.000e+00 0.000e+00 0.000e+00
 0.000e+00 0.000e+00 6.880e+02 1.120e+02 1.700e+02 0.000e+00 0.000e+00
 0.000e+00 0.000e+00 0.000e+00 0.000e+00 7.250e+02 1.290e+02 1.890e+02
 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 1.200e+01
 2.000e+00 3.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
 0.000e+00]"	5.11
4qfn	"[1590.  448. 1112.    0.    0.    0.    0.    0.    0.  403.  110.  279.
    0.    0.    0.    0.    0.    0.  421.  123.  304.    0.    0.    0.
    0.    0.    0.    7.    2.    5.    0.    0.    0.    0.    0.    0.]"	4.12
4qfo	"[2.453e+03 4.550e+02 6.680e+02 0.000e+00 0.000e+00 2.130e+02 0.000e+00
 0.000e+00 0.000e+00 6.290e+02 1.130e+02 1.670e+02 0.000e+00 0.000e+00
 5.700e+01 0.000e+00 0.000e+00 0.000e+00 6.810e+02 1.270e+02 1.910e+02
 0.000e+00 0.000e+00 6.200e+01 0.000e+00 0.000e+00 0.000e+00 9.000e+00
 2.000e+00 3.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
 0.000e+00]"	4.27
4qfp	"[1990.  453.  873.    0.    0.    0.    0.    0.    0.  497.  109.  221.
    0.    0.    0.    0.    0.    0.  541.  127.  244.    0.    0.    0.
    0.    0.    0.    8.    2.    4.    0.    0.    0.    0.    0.    0.]"	4.23
4qgd	"[2.065e+03 2.220e+02 1.930e+02 0.000e+00 0.000e+00 0.000e+00 0.000e+00
 0.000e+00 0.000e+00 4.900e+02 5.700e+01 4.800e+01 0.000e+00 0.000e+00
 0.000e+00 0.000e+00 0.000e+00 0.000e+00 5.680e+02 5.400e+01 5.400e+01
 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 3.700e+01
 2.000e+00 8.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
 0.000e+00]"	7.43
4qge	"[3585. 1166.  505.    0.    0.    0.    0.    0.    0.  904.  297.  118.
    0.    0.    0.    0.    0.    0.  912.  300.  123.    0.    0.    0.
    0.    0.    0.   61.   19.    9.    0.    0.    0.    0.    0.    0.]"	9.3
4qgi	"[6201. 1019.  933.    0.    0.    0.    0.    0.    0. 1694.  286.  245.
    0.    0.    0.    0.    0.    0. 1867.  309.  276.    0.    0.    0.
    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.]"	3.9
4qij	"[5.771e+03 1.212e+03 2.301e+03 0.000e+00 3.050e+02 2.150e+02 0.000e+00
 0.000e+00 0.000e+00 1.764e+03 3.840e+02 7.200e+02 0.000e+00 1.030e+02
 6.000e+01 0.000e+00 0.000e+00 0.000e+00 1.734e+03 3.530e+02 6.810e+02
 0.000e+00 8.200e+01 6.900e+01 0.000e+00 0.000e+00 0.000e+00 2.700e+01
 7.000e+00 6.000e+00 0.000e+00 0.000e+00 1.000e+00 0.000e+00 0.000e+00
 0.000e+00]"	5.54
4qj0	"[4.017e+03 4.210e+02 1.118e+03 6.390e+02 0.000e+00 4.120e+02 0.000e+00
 0.000e+00 0.000e+00 1.138e+03 1.240e+02 3.220e+02 1.830e+02 0.000e+00
 1.230e+02 0.000e+00 0.000e+00 0.000e+00 1.091e+03 1.160e+02 3.270e+02
 1.830e+02 0.000e+00 1.180e+02 0.000e+00 0.000e+00 0.000e+00 4.600e+01
 4.000e+00 7.000e+00 5.000e+00 0.000e+00 3.000e+00 0.000e+00 0.000e+00
 0.000e+00]"	7.32
4qjw	"[2761.  432.  967.  645.    0.  408.    0.    0.    0.  790.  127.  272.
  184.    0.  115.    0.    0.    0.  784.  125.  273.  176.    0.  114.
    0.    0.    0.   24.    4.    7.    9.    0.    5.    0.    0.    0.]"	7.8
4qjx	"[2.688e+03 4.270e+02 9.590e+02 6.670e+02 0.000e+00 4.160e+02 0.000e+00
 0.000e+00 0.000e+00 7.210e+02 1.240e+02 2.680e+02 1.750e+02 0.000e+00
 1.140e+02 0.000e+00 0.000e+00 0.000e+00 6.600e+02 1.120e+02 2.410e+02
 1.620e+02 0.000e+00 1.010e+02 0.000e+00 0.000e+00 0.000e+00 0.000e+00
 0.000e+00 1.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
 0.000e+00]"	7.28
4ql1	"[4.468e+03 8.690e+02 3.400e+02 5.390e+02 0.000e+00 0.000e+00 0.000e+00
 0.000e+00 0.000e+00 1.046e+03 2.050e+02 7.900e+01 1.330e+02 0.000e+00
 0.000e+00 0.000e+00 0.000e+00 0.000e+00 1.421e+03 2.830e+02 1.140e+02
 1.760e+02 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 5.800e+01
 1.300e+01 2.000e+00 5.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
 0.000e+00]"	7.03
4qlk	"[4776.    0. 4148.    0.    0.    0.    0.    0.    0. 1259.    0. 1082.
    0.    0.    0.    0.    0.    0. 1337.    0. 1145.    0.    0.    0.
    0.    0.    0.   18.    0.   14.    0.    0.    0.    0.    0.    0.]"	3.24
4qll	"[4734.    0. 4123.    0.    0.    0.    0.    0.    0. 1238.    0. 1062.
    0.    0.    0.    0.    0.    0. 1324.    0. 1125.    0.    0.    0.
    0.    0.    0.   16.    0.   15.    0.    0.    0.    0.    0.    0.]"	3.38
4qnb	"[4.577e+03 4.960e+02 3.110e+02 0.000e+00 0.000e+00 0.000e+00 0.000e+00
 0.000e+00 0.000e+00 1.275e+03 1.410e+02 8.900e+01 0.000e+00 0.000e+00
 0.000e+00 0.000e+00 0.000e+00 0.000e+00 1.448e+03 1.620e+02 1.050e+02
 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 3.500e+01
 3.000e+00 2.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
 0.000e+00]"	6.59
4qp2	"[1195.  353.  186.    0.    0.    0.  138.    0.    0.  332.   94.   48.
    0.    0.    0.   40.    0.    0.  384.  116.   60.    0.    0.    0.
   43.    0.    0.   21.    5.    3.    0.    0.    0.    3.    0.    0.]"	3.03
4qpd	"[2641. 1177.  541.    0.    0.    0.    0.    0.    0.  683.  309.  156.
    0.    0.    0.    0.    0.    0.  739.  320.  158.    0.    0.    0.
    0.    0.    0.   37.   14.   10.    0.    0.    0.    0.    0.    0.]"	7.82
4qpl	"[2.573e+03 1.053e+03 1.930e+03 0.000e+00 2.360e+02 0.000e+00 0.000e+00
 0.000e+00 0.000e+00 7.150e+02 2.820e+02 5.750e+02 0.000e+00 7.400e+01
 0.000e+00 0.000e+00 0.000e+00 0.000e+00 6.110e+02 2.490e+02 4.640e+02
 0.000e+00 6.200e+01 0.000e+00 0.000e+00 0.000e+00 0.000e+00 8.000e+00
 6.000e+00 4.000e+00 0.000e+00 1.000e+00 0.000e+00 0.000e+00 0.000e+00
 0.000e+00]"	7.41
4qrh	"[1.954e+03 1.064e+03 2.657e+03 0.000e+00 6.060e+02 0.000e+00 0.000e+00
 0.000e+00 0.000e+00 5.000e+02 2.490e+02 7.430e+02 0.000e+00 1.760e+02
 0.000e+00 0.000e+00 0.000e+00 0.000e+00 5.600e+02 2.920e+02 8.020e+02
 0.000e+00 1.890e+02 0.000e+00 0.000e+00 0.000e+00 0.000e+00 5.000e+00
 2.000e+00 6.000e+00 0.000e+00 1.000e+00 0.000e+00 0.000e+00 0.000e+00
 0.000e+00]"	5.15
4qsu	"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]"	2.0
4qsv	"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]"	2.0
4qtl	"[2.759e+03 4.460e+02 9.900e+02 6.660e+02 0.000e+00 4.330e+02 0.000e+00
 0.000e+00 0.000e+00 7.450e+02 1.130e+02 2.710e+02 1.770e+02 0.000e+00
 1.260e+02 0.000e+00 0.000e+00 0.000e+00 6.490e+02 1.090e+02 2.540e+02
 1.670e+02 0.000e+00 1.110e+02 0.000e+00 0.000e+00 0.000e+00 1.700e+01
 3.000e+00 5.000e+00 4.000e+00 0.000e+00 2.000e+00 0.000e+00 0.000e+00
 0.000e+00]"	6.92
4qxo	"[3.661e+03 0.000e+00 8.760e+02 0.000e+00 0.000e+00 0.000e+00 0.000e+00
 0.000e+00 0.000e+00 8.200e+02 0.000e+00 1.970e+02 0.000e+00 0.000e+00
 0.000e+00 0.000e+00 0.000e+00 0.000e+00 8.660e+02 0.000e+00 2.080e+02
 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 1.200e+01
 0.000e+00 2.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
 0.000e+00]"	5.51
4qy3	"[1.798e+03 0.000e+00 4.250e+02 0.000e+00 0.000e+00 1.250e+02 0.000e+00
 0.000e+00 0.000e+00 5.730e+02 0.000e+00 1.320e+02 0.000e+00 0.000e+00
 4.000e+01 0.000e+00 0.000e+00 0.000e+00 5.340e+02 0.000e+00 1.100e+02
 0.000e+00 0.000e+00 3.400e+01 0.000e+00 0.000e+00 0.000e+00 1.400e+01
 0.000e+00 2.000e+00 0.000e+00 0.000e+00 1.000e+00 0.000e+00 0.000e+00
 0.000e+00]"	6.82
4qyy	"[4.390e+03 7.790e+02 7.060e+02 0.000e+00 0.000e+00 0.000e+00 1.710e+02
 0.000e+00 0.000e+00 1.139e+03 1.970e+02 1.830e+02 0.000e+00 0.000e+00
 0.000e+00 5.100e+01 0.000e+00 0.000e+00 1.251e+03 2.090e+02 2.100e+02
 0.000e+00 0.000e+00 0.000e+00 5.500e+01 0.000e+00 0.000e+00 4.600e+01
 8.000e+00 7.000e+00 0.000e+00 0.000e+00 0.000e+00 3.000e+00 0.000e+00
 0.000e+00]"	7.3
4r06	"[5.648e+03 4.160e+02 6.370e+02 0.000e+00 0.000e+00 2.020e+02 0.000e+00
 0.000e+00 0.000e+00 1.300e+03 9.700e+01 1.530e+02 0.000e+00 0.000e+00
 5.200e+01 0.000e+00 0.000e+00 0.000e+00 1.192e+03 9.300e+01 1.480e+02
 0.000e+00 0.000e+00 5.200e+01 0.000e+00 0.000e+00 0.000e+00 9.700e+01
 8.000e+00 1.100e+01 0.000e+00 0.000e+00 4.000e+00 0.000e+00 0.000e+00
 0.000e+00]"	6.29
4r0a	"[1674.  400. 1127.    0.    0.    0.    0.    0.    0.  433.  101.  299.
    0.    0.    0.    0.    0.    0.  477.  116.  321.    0.    0.    0.
    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.]"	4.26
4r3w	"[1311.  625. 1191.    0.  226.    0.    0.    0.    0.  372.  176.  362.
    0.   68.    0.    0.    0.    0.  414.  201.  369.    0.   66.    0.
    0.    0.    0.    6.    0.   12.    0.    2.    0.    0.    0.    0.]"	3.0
4r4c	"[3004.  281.  561.    0.    0.    0.  406.    0.    0.  969.  105.  176.
    0.    0.    0.  121.    0.    0.  799.   79.  135.    0.    0.    0.
  100.    0.    0.   46.    4.   11.    0.    0.    0.    7.    0.    0.]"	5.54
4r4i	"[3.209e+03 2.800e+02 4.570e+02 0.000e+00 0.000e+00 9.300e+01 2.800e+02
 0.000e+00 0.000e+00 1.032e+03 1.010e+02 1.390e+02 0.000e+00 0.000e+00
 3.000e+01 8.100e+01 0.000e+00 0.000e+00 8.380e+02 7.800e+01 1.080e+02
 0.000e+00 0.000e+00 2.500e+01 6.500e+01 0.000e+00 0.000e+00 5.100e+01
 4.000e+00 8.000e+00 0.000e+00 0.000e+00 2.000e+00 5.000e+00 0.000e+00
 0.000e+00]"	6.27
4r4o	"[2906.  269.  442.    0.    0.  114.  287.    0.    0.  932.  100.  139.
    0.    0.   36.   79.    0.    0.  796.   78.  104.    0.    0.   28.
   69.    0.    0.   47.    4.    8.    0.    0.    3.    5.    0.    0.]"	5.82
4r4t	"[3.01e+03 2.79e+02 4.53e+02 0.00e+00 0.00e+00 1.13e+02 2.83e+02 0.00e+00
 0.00e+00 9.52e+02 1.01e+02 1.41e+02 0.00e+00 0.00e+00 3.50e+01 8.10e+01
 0.00e+00 0.00e+00 8.07e+02 8.00e+01 1.08e+02 0.00e+00 0.00e+00 2.80e+01
 7.00e+01 0.00e+00 0.00e+00 4.50e+01 4.00e+00 8.00e+00 0.00e+00 0.00e+00
 3.00e+00 5.00e+00 0.00e+00 0.00e+00]"	6.26
4r59	"[1777.  420. 1707.    0.    0.  406.    0.    0.    0.  521.  125.  463.
    0.    0.  118.    0.    0.    0.  471.  114.  444.    0.    0.  108.
    0.    0.    0.   11.    2.   10.    0.    0.    2.    0.    0.    0.]"	7.96
4r5a	"[1819.  454. 1920.    0.    0.  433.    0.    0.    0.  470.  117.  501.
    0.    0.  115.    0.    0.    0.  428.  111.  454.    0.    0.  105.
    0.    0.    0.   13.    3.   12.    0.    0.    3.    0.    0.    0.]"	8.7
4r5b	"[1792.  437. 1859.    0.    0.  422.    0.    0.    0.  490.  123.  509.
    0.    0.  121.    0.    0.    0.  428.  111.  454.    0.    0.  108.
    0.    0.    0.    9.    2.    9.    0.    0.    2.    0.    0.    0.]"	6.73
4r5t	"[2936.  737.  778.    0.    0.    0.    0.    0.    0.  799.  196.  222.
    0.    0.    0.    0.    0.    0.  922.  234.  254.    0.    0.    0.
    0.    0.    0.   30.    8.    4.    0.    0.    0.    0.    0.    0.]"	6.1
4r73	"[1324.    0. 1907.    0.  202.    0.    0.    0.    0.  422.    0.  595.
    0.   69.    0.    0.    0.    0.  417.    0.  604.    0.   66.    0.
    0.    0.    0.   18.    0.   27.    0.    3.    0.    0.    0.    0.]"	7.64
4r74	"[1323.    0. 1926.    0.  205.    0.    0.    0.    0.  418.    0.  595.
    0.   68.    0.    0.    0.    0.  419.    0.  603.    0.   68.    0.
    0.    0.    0.   18.    0.   26.    0.    3.    0.    0.    0.    0.]"	8.1
4r75	"[1.489e+03 0.000e+00 2.065e+03 0.000e+00 1.910e+02 0.000e+00 0.000e+00
 0.000e+00 0.000e+00 4.570e+02 0.000e+00 6.110e+02 0.000e+00 5.900e+01
 0.000e+00 0.000e+00 0.000e+00 0.000e+00 4.790e+02 0.000e+00 6.620e+02
 0.000e+00 6.600e+01 0.000e+00 0.000e+00 0.000e+00 0.000e+00 2.100e+01
 0.000e+00 2.500e+01 0.000e+00 2.000e+00 0.000e+00 0.000e+00 0.000e+00
 0.000e+00]"	7.24
4r76	"[3133.  880.  593.    0.    0.    0.    0.    0.    0.  898.  241.  167.
    0.    0.    0.    0.    0.    0. 1085.  290.  198.    0.    0.    0.
    0.    0.    0.   41.   12.    6.    0.    0.    0.    0.    0.    0.]"	7.85
4ra1	"[1280.    0. 1869.    0.  195.    0.    0.    0.    0.  308.    0.  447.
    0.   50.    0.    0.    0.    0.  303.    0.  479.    0.   54.    0.
    0.    0.    0.   14.    0.   22.    0.    2.    0.    0.    0.    0.]"	5.94
4rak	"[5.513e+03 3.470e+02 5.330e+02 0.000e+00 0.000e+00 1.990e+02 1.780e+02
 0.000e+00 0.000e+00 1.189e+03 7.300e+01 1.290e+02 0.000e+00 0.000e+00
 5.300e+01 3.800e+01 0.000e+00 0.000e+00 1.219e+03 6.800e+01 1.360e+02
 0.000e+00 0.000e+00 5.400e+01 4.200e+01 0.000e+00 0.000e+00 3.100e+01
 2.000e+00 4.000e+00 0.000e+00 0.000e+00 2.000e+00 1.000e+00 0.000e+00
 0.000e+00]"	7.85
4rd0	"[1299.  645. 1656.    0.  339.    0.    0.    0.    0.  386.  188.  485.
    0.   98.    0.    0.    0.    0.  388.  193.  486.    0.  105.    0.
    0.    0.    0.    3.    0.    9.    0.    2.    0.    0.    0.    0.]"	6.62
4rd3	"[1291.  648. 1626.    0.  336.    0.    0.    0.    0.  385.  188.  479.
    0.   94.    0.    0.    0.    0.  404.  195.  500.    0.  108.    0.
    0.    0.    0.    3.    0.    7.    0.    2.    0.    0.    0.    0.]"	6.47
4rd6	"[1213.  635. 1423.    0.  284.    0.    0.    0.    0.  361.  185.  423.
    0.   84.    0.    0.    0.    0.  366.  191.  424.    0.   88.    0.
    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.]"	6.28
4rdn	"[1796.  910.  495.    0.    0.    0.    0.    0.    0.  496.  243.  148.
    0.    0.    0.    0.    0.    0.  498.  262.  147.    0.    0.    0.
    0.    0.    0.   16.   10.    2.    0.    0.    0.    0.    0.    0.]"	5.92
4re2	"[1869.  468.  950.    0.    0.    0.    0.    0.    0.  527.  126.  247.
    0.    0.    0.    0.    0.    0.  544.  131.  267.    0.    0.    0.
    0.    0.    0.    9.    2.    5.    0.    0.    0.    0.    0.    0.]"	4.98
4re4	"[1.407e+03 2.350e+02 7.000e+02 0.000e+00 0.000e+00 0.000e+00 0.000e+00
 0.000e+00 0.000e+00 3.980e+02 6.300e+01 1.860e+02 0.000e+00 0.000e+00
 0.000e+00 0.000e+00 0.000e+00 0.000e+00 4.070e+02 6.500e+01 2.030e+02
 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 7.000e+00
 1.000e+00 3.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
 0.000e+00]"	6.87
4rfc	"[2.221e+03 3.530e+02 8.300e+02 0.000e+00 0.000e+00 2.400e+02 0.000e+00
 0.000e+00 0.000e+00 5.750e+02 9.300e+01 2.220e+02 0.000e+00 0.000e+00
 6.900e+01 0.000e+00 0.000e+00 0.000e+00 5.080e+02 8.300e+01 2.060e+02
 0.000e+00 0.000e+00 6.200e+01 0.000e+00 0.000e+00 0.000e+00 1.400e+01
 2.000e+00 5.000e+00 0.000e+00 0.000e+00 1.000e+00 0.000e+00 0.000e+00
 0.000e+00]"	8.24
4rfd	"[1.876e+03 3.630e+02 6.780e+02 0.000e+00 0.000e+00 2.400e+02 0.000e+00
 0.000e+00 0.000e+00 5.170e+02 9.800e+01 1.870e+02 0.000e+00 0.000e+00
 6.900e+01 0.000e+00 0.000e+00 0.000e+00 4.430e+02 8.500e+01 1.670e+02
 0.000e+00 0.000e+00 6.300e+01 0.000e+00 0.000e+00 0.000e+00 1.000e+01
 2.000e+00 3.000e+00 0.000e+00 0.000e+00 1.000e+00 0.000e+00 0.000e+00
 0.000e+00]"	8.05
4rfm	"[3.647e+03 8.360e+02 4.230e+02 4.150e+02 0.000e+00 1.110e+02 0.000e+00
 0.000e+00 0.000e+00 9.530e+02 2.240e+02 1.120e+02 9.900e+01 0.000e+00
 3.000e+01 0.000e+00 0.000e+00 0.000e+00 1.012e+03 2.400e+02 1.210e+02
 1.040e+02 0.000e+00 3.300e+01 0.000e+00 0.000e+00 0.000e+00 5.400e+01
 1.100e+01 6.000e+00 9.000e+00 0.000e+00 2.000e+00 0.000e+00 0.000e+00
 0.000e+00]"	10.05
4rfr	"[3504.    0. 1404.    0.    0.    0.    0.    0.    0.  917.    0.  371.
    0.    0.    0.    0.    0.    0.  899.    0.  355.    0.    0.    0.
    0.    0.    0.   25.    0.   14.    0.    0.    0.    0.    0.    0.]"	6.54
4rhx	"[2.364e+03 1.100e+03 1.346e+03 0.000e+00 3.300e+02 0.000e+00 0.000e+00
 0.000e+00 0.000e+00 6.050e+02 2.790e+02 3.270e+02 0.000e+00 8.200e+01
 0.000e+00 0.000e+00 0.000e+00 0.000e+00 7.080e+02 3.370e+02 3.870e+02
 0.000e+00 9.300e+01 0.000e+00 0.000e+00 0.000e+00 0.000e+00 3.000e+00
 0.000e+00 1.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
 0.000e+00]"	5.8
4riu	"[2.687e+03 8.050e+02 1.472e+03 0.000e+00 0.000e+00 2.350e+02 0.000e+00
 0.000e+00 0.000e+00 7.670e+02 2.340e+02 4.050e+02 0.000e+00 0.000e+00
 7.000e+01 0.000e+00 0.000e+00 0.000e+00 7.060e+02 2.150e+02 3.780e+02
 0.000e+00 0.000e+00 6.400e+01 0.000e+00 0.000e+00 0.000e+00 1.300e+01
 4.000e+00 7.000e+00 0.000e+00 0.000e+00 1.000e+00 0.000e+00 0.000e+00
 0.000e+00]"	7.3
4riv	"[1.477e+03 2.360e+02 7.100e+02 0.000e+00 0.000e+00 2.380e+02 0.000e+00
 0.000e+00 0.000e+00 4.260e+02 6.800e+01 1.950e+02 0.000e+00 0.000e+00
 7.100e+01 0.000e+00 0.000e+00 0.000e+00 3.840e+02 6.000e+01 1.790e+02
 0.000e+00 0.000e+00 6.300e+01 0.000e+00 0.000e+00 0.000e+00 8.000e+00
 1.000e+00 4.000e+00 0.000e+00 0.000e+00 1.000e+00 0.000e+00 0.000e+00
 0.000e+00]"	7.0
4rj8	"[3724. 1123.  151.    0.    0.    0.    0.    0.    0.  965.  279.   42.
    0.    0.    0.    0.    0.    0. 1020.  298.   43.    0.    0.    0.
    0.    0.    0.  102.   30.    4.    0.    0.    0.    0.    0.    0.]"	7.77
4rlt	"[3368.    0. 1305.    0.    0.    0.    0.    0.    0.  774.    0.  308.
    0.    0.    0.    0.    0.    0.  919.    0.  359.    0.    0.    0.
    0.    0.    0.   56.    0.   21.    0.    0.    0.    0.    0.    0.]"	4.96
4rlu	"[3273.    0.  886.    0.    0.    0.    0.    0.    0.  770.    0.  202.
    0.    0.    0.    0.    0.    0.  911.    0.  239.    0.    0.    0.
    0.    0.    0.   53.    0.   14.    0.    0.    0.    0.    0.    0.]"	4.82
4rlw	"[3250.    0. 1078.    0.    0.    0.    0.    0.    0.  769.    0.  252.
    0.    0.    0.    0.    0.    0.  906.    0.  296.    0.    0.    0.
    0.    0.    0.   53.    0.   17.    0.    0.    0.    0.    0.    0.]"	4.87
4rn4	"[2.713e+03 1.811e+03 1.030e+03 0.000e+00 0.000e+00 4.690e+02 0.000e+00
 0.000e+00 0.000e+00 7.310e+02 4.930e+02 2.830e+02 0.000e+00 0.000e+00
 1.310e+02 0.000e+00 0.000e+00 0.000e+00 6.670e+02 4.270e+02 2.740e+02
 0.000e+00 0.000e+00 1.180e+02 0.000e+00 0.000e+00 0.000e+00 1.500e+01
 1.000e+01 3.000e+00 0.000e+00 0.000e+00 2.000e+00 0.000e+00 0.000e+00
 0.000e+00]"	6.94
4rpn	"[1.433e+03 0.000e+00 2.510e+02 0.000e+00 0.000e+00 0.000e+00 1.163e+03
 0.000e+00 0.000e+00 3.320e+02 0.000e+00 5.700e+01 0.000e+00 0.000e+00
 0.000e+00 2.680e+02 0.000e+00 0.000e+00 3.370e+02 0.000e+00 5.300e+01
 0.000e+00 0.000e+00 0.000e+00 2.710e+02 0.000e+00 0.000e+00 3.000e+00
 0.000e+00 1.000e+00 0.000e+00 0.000e+00 0.000e+00 2.000e+00 0.000e+00
 0.000e+00]"	6.96
4rpo	"[1.436e+03 0.000e+00 2.530e+02 0.000e+00 0.000e+00 0.000e+00 7.150e+02
 0.000e+00 0.000e+00 3.360e+02 0.000e+00 6.000e+01 0.000e+00 0.000e+00
 0.000e+00 1.740e+02 0.000e+00 0.000e+00 3.040e+02 0.000e+00 5.500e+01
 0.000e+00 0.000e+00 0.000e+00 1.570e+02 0.000e+00 0.000e+00 6.000e+00
 0.000e+00 1.000e+00 0.000e+00 0.000e+00 0.000e+00 2.000e+00 0.000e+00
 0.000e+00]"	7.64
